Tick#,Operating_Phase
143222258,Resting
143393138,Resting
143566452,Resting
143758752,Resting
143892690,Resting
144024897,Resting
144218770,Resting
144591234,Resting
144745339,Resting
144986710,Resting
145176947,Resting
145312967,Resting
145485787,Resting
145678592,Resting
145812955,Resting
146112055,Resting
146254226,Resting
146522856,Resting
146756477,Resting
146895250,Resting
147049410,Resting
147232926,Resting
147405805,Resting
147598773,Resting
147732538,Resting
147968131,Resting
148124123,Resting
148431235,Resting
148569656,Resting
148723310,Resting
148892053,Resting
149153072,Resting
149325849,Resting
149479727,Resting
149621585,Resting
149784817,Resting
149967235,Resting
150121391,Resting
150363122,Resting
150540952,Resting
150735234,Resting
150889392,Resting
151073002,Resting
151245933,Resting
151424143,Resting
151572537,Resting
151898608,Resting
152088768,Resting
152271235,Resting
152425463,Resting
152666780,Resting
152993005,Resting
153165848,Resting
153331258,Resting
153461585,Resting
153728139,Resting
153920152,Resting
154150545,Resting
154317765,Resting
154534545,Resting
154688139,Resting
154912766,Resting
155085637,Resting
155278397,Resting
155412307,Resting
155554610,Resting
155738551,Resting
155895253,Resting
156111235,Resting
156339341,Resting
156506578,Resting
156664074,Resting
156817189,Resting
157005650,Resting
157198431,Resting
157330353,Resting
157621136,Resting
157760140,Resting
158042768,Resting
158336139,Resting
158541652,Resting
158752844,Resting
158925638,Resting
159118379,Resting
159252313,Resting
159436859,Resting
159578357,Resting
159889642,Resting
160078008,Resting
160346670,Resting
160601747,Resting
160730663,Resting
161038547,Resting
161170380,Resting
161304951,Resting
161485006,Resting
161613770,Resting
161882795,Resting
162124854,Resting
162266650,Resting
162447368,Resting
162577377,Resting
162716407,Resting
162919934,Resting
163061585,Resting
163289749,Resting
163418529,Resting
163609007,Resting
163781535,Resting
163917847,Resting
164186615,Resting
164326551,Resting
164513041,Resting
164685914,Resting
164878556,Resting
165012315,Resting
165308001,Resting
165453760,Resting
165593750,Resting
165722493,Resting
165912886,Resting
166085543,Resting
166221667,Resting
166375767,Resting
166556154,Resting
166798357,Resting
166932359,Resting
167064897,Resting
167258294,Resting
167415229,Resting
167631235,Resting
167884863,Resting
168026623,Resting
168216886,Resting
168352942,Resting
168525624,Resting
168718490,Resting
168852431,Resting
169049752,Resting
169178310,Resting
169359397,Resting
169562788,Resting
169873323,Resting
170061686,Resting
170240148,Resting
170393739,Resting
170624134,Resting
170772334,Resting
171098642,Resting
171302414,Resting
171461535,Resting
171598340,Resting
171737729,Resting
171866557,Resting
172121730,Resting
172250574,Resting
172558554,Resting
172692497,Resting
172824840,Resting
173007254,Resting
173175434,Resting
173402736,Resting
173542535,Resting
173772941,Resting
173901917,Resting
174113006,Resting
174285930,Resting
174451215,Resting
174581585,Resting
174823715,Resting
175004131,Resting
175301535,Resting
175438144,Resting
